elec,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2_tCO2_,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,week_status,Day_of_week,load_type,timestamp,steam
73.15,28.62,0,0.03,93.13,100,56700,Weekday,Wednesday,Medium_Load,03/01/2018 15:45,0.517917826176181
68.98,25.81,0,0.03,93.66,100,57600,Weekday,Wednesday,Medium_Load,03/01/2018 16:00,1.12246226967455
85,27.79,0,0.04,95.05,100,58500,Weekday,Wednesday,Medium_Load,03/01/2018 16:15,0.5
116.53,41.9,0,0.05,94.1,100,59400,Weekday,Wednesday,Medium_Load,03/01/2018 16:30,0.5
118.62,39.06,0,0.05,94.98,100,60300,Weekday,Wednesday,Medium_Load,03/01/2018 16:45,0.5
105.05,35.64,0,0.05,94.7,100,61200,Weekday,Wednesday,Medium_Load,03/01/2018 17:00,1.26687268709159
140.51,52.96,0,0.06,93.57,100,62100,Weekday,Wednesday,Maximum_Load,03/01/2018 17:15,0.5
114.01,41.15,0,0.05,94.06,100,63000,Weekday,Wednesday,Maximum_Load,03/01/2018 17:30,0.502005064180635
125.96,39.2,0,0.06,95.48,100,63900,Weekday,Wednesday,Maximum_Load,03/01/2018 17:45,1.07444650062172
73.62,13.25,1.69,0.03,98.42,99.97,64800,Weekday,Wednesday,Maximum_Load,03/01/2018 18:00,0.75152274251771
36.22,12.74,0.54,0.02,94.33,99.99,65700,Weekday,Wednesday,Maximum_Load,03/01/2018 18:15,0.5
39.82,18.43,0,0.02,90.75,100,66600,Weekday,Wednesday,Maximum_Load,03/01/2018 18:30,0.5
37.08,4.18,1.94,0.02,99.37,99.86,67500,Weekday,Wednesday,Maximum_Load,03/01/2018 18:45,0.5
42.98,5.47,0.18,0.02,99.2,100,68400,Weekday,Wednesday,Maximum_Load,03/01/2018 19:00,0.5
37.94,0.86,1.58,0.02,99.97,99.91,69300,Weekday,Wednesday,Maximum_Load,03/01/2018 19:15,0.5
39.71,3.74,0.79,0.02,99.56,99.98,70200,Weekday,Wednesday,Maximum_Load,03/01/2018 19:30,0.5
43.2,5.69,0.18,0.02,99.14,100,71100,Weekday,Wednesday,Maximum_Load,03/01/2018 19:45,0.5
37.33,1.19,1.66,0.02,99.95,99.9,72000,Weekday,Wednesday,Maximum_Load,03/01/2018 20:00,0.807525308695087
41,5.62,0.54,0.02,99.07,99.99,72900,Weekday,Wednesday,Medium_Load,03/01/2018 20:15,0.5
37.3,2.88,1.22,0.02,99.7,99.95,73800,Weekday,Wednesday,Medium_Load,03/01/2018 20:30,0.5
32.72,2.02,6.98,0.02,99.81,97.8,74700,Weekday,Wednesday,Medium_Load,03/01/2018 20:45,0.5
9.83,0,23.83,0,100,38.13,75600,Weekday,Wednesday,Medium_Load,03/01/2018 21:00,0.5
7.96,0,24.8,0,100,30.56,76500,Weekday,Wednesday,Medium_Load,03/01/2018 21:15,0.5
5.44,0,26.82,0,100,19.88,77400,Weekday,Wednesday,Medium_Load,03/01/2018 21:30,0.783654672025116
5.11,0,26.78,0,100,18.74,78300,Weekday,Wednesday,Medium_Load,03/01/2018 21:45,0.5
5.18,0,26.78,0,100,18.99,79200,Weekday,Wednesday,Medium_Load,03/01/2018 22:00,0.5
4.97,1.91,15.16,0,93.34,31.15,80100,Weekday,Wednesday,Maximum_Load,03/01/2018 22:15,0.5
4.75,5.26,0,0,67.02,100,81000,Weekday,Wednesday,Maximum_Load,03/01/2018 22:30,0.777306883439254
4.64,5.15,0,0,66.94,100,81900,Weekday,Wednesday,Maximum_Load,03/01/2018 22:45,0.5
4.64,4.97,0,0,68.24,100,82800,Weekday,Wednesday,Maximum_Load,03/01/2018 23:00,0.5
4.72,4.39,0,0,73.22,100,83700,Weekday,Wednesday,Light_Load,03/01/2018 23:15,0.5
4.61,4.25,0,0,73.52,100,84600,Weekday,Wednesday,Light_Load,03/01/2018 23:30,0.5
4.57,4.43,0,0,71.8,100,85500,Weekday,Wednesday,Light_Load,03/01/2018 23:45,0.5
4.57,4.5,0,0,71.25,100,0,Weekday,Wednesday,Light_Load,03/01/2018 00:00,0.5
4.61,4.57,0,0,71.02,100,900,Weekday,Thursday,Light_Load,04/01/2018 00:15,0.5
4.64,4.57,0,0,71.25,100,1800,Weekday,Thursday,Light_Load,04/01/2018 00:30,0.5
4.64,4.68,0,0,70.41,100,2700,Weekday,Thursday,Light_Load,04/01/2018 00:45,0.5
4.61,4.79,0,0,69.34,100,3600,Weekday,Thursday,Light_Load,04/01/2018 01:00,0.5
4.61,4.64,0,0,70.48,100,4500,Weekday,Thursday,Light_Load,04/01/2018 01:15,0.5
4.61,4.93,0,0,68.3,100,5400,Weekday,Thursday,Light_Load,04/01/2018 01:30,0.5
4.68,4.64,0,0,71.01,100,6300,Weekday,Thursday,Light_Load,04/01/2018 01:45,0.699329179528784
4.64,4.79,0,0,69.58,100,7200,Weekday,Thursday,Light_Load,04/01/2018 02:00,0.968292544365866
4.61,4.75,0,0,69.65,100,8100,Weekday,Thursday,Light_Load,04/01/2018 02:15,0.5
4.64,4.9,0,0,68.76,100,9000,Weekday,Thursday,Light_Load,04/01/2018 02:30,0.5
4.61,4.9,0,0,68.52,100,9900,Weekday,Thursday,Light_Load,04/01/2018 02:45,0.5
4.68,4.93,0,0,68.85,100,10800,Weekday,Thursday,Light_Load,04/01/2018 03:00,0.5
4.68,5,0,0,68.34,100,11700,Weekday,Thursday,Light_Load,04/01/2018 03:15,1.31594770556254
4.61,4.86,0,0,68.82,100,12600,Weekday,Thursday,Light_Load,04/01/2018 03:30,0.5
4.61,4.86,0,0,68.82,100,13500,Weekday,Thursday,Light_Load,04/01/2018 03:45,0.5
4.68,5.15,0,0,67.25,100,14400,Weekday,Thursday,Light_Load,04/01/2018 04:00,0.5
4.61,4.72,0,0,69.87,100,15300,Weekday,Thursday,Light_Load,04/01/2018 04:15,0.881244799031345
4.64,4.72,0,0,70.1,100,16200,Weekday,Thursday,Light_Load,04/01/2018 04:30,0.720463452572544
4.64,4.54,0,0,71.48,100,17100,Weekday,Thursday,Light_Load,04/01/2018 04:45,0.59508025400787
4.61,4.64,0,0,70.48,100,18000,Weekday,Thursday,Light_Load,04/01/2018 05:00,0.5
4.61,4.5,0,0,71.56,100,18900,Weekday,Thursday,Light_Load,04/01/2018 05:15,0.5
4.64,4.5,0,0,71.79,100,19800,Weekday,Thursday,Light_Load,04/01/2018 05:30,0.5
4.61,4.39,0,0,72.42,100,20700,Weekday,Thursday,Light_Load,04/01/2018 05:45,0.5
4.61,4.54,0,0,71.25,100,21600,Weekday,Thursday,Light_Load,04/01/2018 06:00,0.5
4.61,4.64,0,0,70.48,100,22500,Weekday,Thursday,Light_Load,04/01/2018 06:15,0.5
4.64,4.82,0,0,69.35,100,23400,Weekday,Thursday,Light_Load,04/01/2018 06:30,0.848145996921252
4.57,4.68,0,0,69.86,100,24300,Weekday,Thursday,Light_Load,04/01/2018 06:45,0.5
4.64,4.57,0,0,71.25,100,25200,Weekday,Thursday,Light_Load,04/01/2018 07:00,0.5
4.54,4.61,0,0,70.17,100,26100,Weekday,Thursday,Light_Load,04/01/2018 07:15,0.5
5.36,4.79,0,0,74.56,100,27000,Weekday,Thursday,Light_Load,04/01/2018 07:30,1.02146144687163
7.06,4.9,0,0,82.15,100,27900,Weekday,Thursday,Light_Load,04/01/2018 07:45,0.5
7.81,4.68,0,0,85.78,100,28800,Weekday,Thursday,Light_Load,04/01/2018 08:00,0.5
83.23,51.73,0,0.04,84.93,100,29700,Weekday,Thursday,Light_Load,04/01/2018 08:15,0.5
136.19,74.88,0,0.06,87.63,100,30600,Weekday,Thursday,Light_Load,04/01/2018 08:30,0.5
108.29,75.82,0,0.05,81.92,100,31500,Weekday,Thursday,Light_Load,04/01/2018 08:45,1.70804153692677
131.18,53.6,0,0.06,92.57,100,32400,Weekday,Thursday,Light_Load,04/01/2018 09:00,0.5
136.04,56.7,0,0.06,92.3,100,33300,Weekday,Thursday,Medium_Load,04/01/2018 09:15,1.1551039366484
128.02,46.22,0,0.06,94.06,100,34200,Weekday,Thursday,Medium_Load,04/01/2018 09:30,0.5
132.84,53.53,0,0.06,92.75,100,35100,Weekday,Thursday,Medium_Load,04/01/2018 09:45,0.5
111.49,39.17,0,0.05,94.35,100,36000,Weekday,Thursday,Medium_Load,04/01/2018 10:00,0.575794929270298
124.78,38.95,0,0.06,95.46,100,36900,Weekday,Thursday,Maximum_Load,04/01/2018 10:15,0.5
96.66,30.89,0,0.04,95.25,100,37800,Weekday,Thursday,Maximum_Load,04/01/2018 10:30,0.5
128.81,41.04,0,0.06,95.28,100,38700,Weekday,Thursday,Maximum_Load,04/01/2018 10:45,1.58432377201557
78.37,28.94,0,0.04,93.81,100,39600,Weekday,Thursday,Maximum_Load,04/01/2018 11:00,0.5
104.8,59.04,0,0.05,87.13,100,40500,Weekday,Thursday,Maximum_Load,04/01/2018 11:15,0.5
131.83,61.2,0,0.06,90.7,100,41400,Weekday,Thursday,Maximum_Load,04/01/2018 11:30,0.5
113.11,60.19,0,0.05,88.28,100,42300,Weekday,Thursday,Maximum_Load,04/01/2018 11:45,1.16878818602359
128.05,60.55,0,0.06,90.4,100,43200,Weekday,Thursday,Maximum_Load,04/01/2018 12:00,0.5
14.15,3.78,18.79,0.01,96.61,60.16,44100,Weekday,Thursday,Medium_Load,04/01/2018 12:15,0.5
7.85,0,26.39,0,100,28.51,45000,Weekday,Thursday,Medium_Load,04/01/2018 12:30,0.5
7.02,0,26.89,0,100,25.26,45900,Weekday,Thursday,Medium_Load,04/01/2018 12:45,0.5
7.63,0.07,26.46,0,100,27.71,46800,Weekday,Thursday,Medium_Load,04/01/2018 13:00,0.5
78.37,21.24,1.19,0.04,96.52,99.99,47700,Weekday,Thursday,Medium_Load,04/01/2018 13:15,0.5
135.43,51.95,0,0.06,93.37,100,48600,Weekday,Thursday,Medium_Load,04/01/2018 13:30,0.582983606145736
105.12,33.66,0,0.05,95.24,100,49500,Weekday,Thursday,Medium_Load,04/01/2018 13:45,0.5
120.6,41.4,0,0.06,94.58,100,50400,Weekday,Thursday,Medium_Load,04/01/2018 14:00,2.16108720519168
117.97,41.72,0,0.05,94.28,100,51300,Weekday,Thursday,Medium_Load,04/01/2018 14:15,0.754271892310305
121.93,43.56,0,0.06,94.17,100,52200,Weekday,Thursday,Medium_Load,04/01/2018 14:30,0.538978663019021
121.07,44.35,0,0.06,93.9,100,53100,Weekday,Thursday,Medium_Load,04/01/2018 14:45,0.714531047375135
115.42,38.45,0,0.05,94.87,100,54000,Weekday,Thursday,Medium_Load,04/01/2018 15:00,0.923631650800175
115.49,41.15,0,0.05,94.2,100,54900,Weekday,Thursday,Medium_Load,04/01/2018 15:15,0.66143041383411
101.92,39.06,0,0.05,93.38,100,55800,Weekday,Thursday,Medium_Load,04/01/2018 15:30,1.12432500511417
138.06,51.8,0,0.06,93.63,100,56700,Weekday,Thursday,Medium_Load,04/01/2018 15:45,0.5
118.94,49.97,0,0.05,92.19,100,57600,Weekday,Thursday,Medium_Load,04/01/2018 16:00,1.73440382083586
144.29,54.94,0,0.07,93.45,100,58500,Weekday,Thursday,Medium_Load,04/01/2018 16:15,0.5
88.27,28.73,0,0.04,95.09,100,59400,Weekday,Thursday,Medium_Load,04/01/2018 16:30,0.5
119.99,38.99,0,0.06,95.1,100,60300,Weekday,Thursday,Medium_Load,04/01/2018 16:45,0.836747273610138
97.63,37.26,0,0.04,93.43,100,61200,Weekday,Thursday,Medium_Load,04/01/2018 17:00,0.5
130.61,43.88,0,0.06,94.79,100,62100,Weekday,Thursday,Maximum_Load,04/01/2018 17:15,0.545160446796656
122.04,51.44,0,0.06,92.15,100,63000,Weekday,Thursday,Maximum_Load,04/01/2018 17:30,1.23300489733401
43.06,1.94,3.46,0.02,99.9,99.68,63900,Weekday,Thursday,Maximum_Load,04/01/2018 17:45,0.5
65.38,7.09,2.12,0.03,99.42,99.95,64800,Weekday,Thursday,Maximum_Load,04/01/2018 18:00,0.902050258831811
39.71,16.24,0.54,0.02,92.56,99.99,65700,Weekday,Thursday,Maximum_Load,04/01/2018 18:15,0.5
51.59,33.34,0,0.02,83.99,100,66600,Weekday,Thursday,Maximum_Load,04/01/2018 18:30,0.5
46.4,15.26,0,0.02,94.99,100,67500,Weekday,Thursday,Maximum_Load,04/01/2018 18:45,0.5
67.18,28.55,0,0.03,92.03,100,68400,Weekday,Thursday,Maximum_Load,04/01/2018 19:00,0.762944571674236
53.39,18,0,0.02,94.76,100,69300,Weekday,Thursday,Maximum_Load,04/01/2018 19:15,0.616193460954378
52.74,16.31,0,0.02,95.54,100,70200,Weekday,Thursday,Maximum_Load,04/01/2018 19:30,0.5
69.84,38.88,0,0.03,87.37,100,71100,Weekday,Thursday,Maximum_Load,04/01/2018 19:45,0.5
51.16,17.93,0,0.02,94.37,100,72000,Weekday,Thursday,Maximum_Load,04/01/2018 20:00,0.88241851475314
64.58,28.58,0,0.03,91.45,100,72900,Weekday,Thursday,Medium_Load,04/01/2018 20:15,0.5
69.3,39.92,0,0.03,86.65,100,73800,Weekday,Thursday,Medium_Load,04/01/2018 20:30,1.2131276743964
46.62,11.99,0.04,0.02,96.85,100,74700,Weekday,Thursday,Medium_Load,04/01/2018 20:45,0.5
36.22,3.1,2.77,0.02,99.64,99.71,75600,Weekday,Thursday,Medium_Load,04/01/2018 21:00,0.5
8.28,0,24.08,0,100,32.52,76500,Weekday,Thursday,Medium_Load,04/01/2018 21:15,0.5
6.08,0,25.56,0,100,23.14,77400,Weekday,Thursday,Medium_Load,04/01/2018 21:30,0.660759902871281
5.26,0,25.78,0,100,19.99,78300,Weekday,Thursday,Medium_Load,04/01/2018 21:45,0.5
5.15,0,25.85,0,100,19.54,79200,Weekday,Thursday,Medium_Load,04/01/2018 22:00,0.5
5.04,2.16,14.65,0,91.91,32.53,80100,Weekday,Thursday,Maximum_Load,04/01/2018 22:15,0.5
4.82,6.37,0,0,60.34,100,81000,Weekday,Thursday,Maximum_Load,04/01/2018 22:30,0.5
4.75,6.34,0,0,59.96,100,81900,Weekday,Thursday,Maximum_Load,04/01/2018 22:45,0.5
4.79,6.01,0,0,62.33,100,82800,Weekday,Thursday,Maximum_Load,04/01/2018 23:00,0.5
4.64,5.18,0,0,66.72,100,83700,Weekday,Thursday,Light_Load,04/01/2018 23:15,0.5
4.64,4.79,0,0,69.58,100,84600,Weekday,Thursday,Light_Load,04/01/2018 23:30,0.713891585044132
4.61,5.04,0,0,67.49,100,85500,Weekday,Thursday,Light_Load,04/01/2018 23:45,0.5
4.64,5.04,0,0,67.73,100,0,Weekday,Thursday,Light_Load,04/01/2018 00:00,0.5
4.72,5.15,0,0,67.57,100,900,Weekday,Friday,Light_Load,05/01/2018 00:15,0.5
4.68,5.22,0,0,66.75,100,1800,Weekday,Friday,Light_Load,05/01/2018 00:30,0.5
4.68,5.54,0,0,64.53,100,2700,Weekday,Friday,Light_Load,05/01/2018 00:45,0.5
4.72,5.58,0,0,64.58,100,3600,Weekday,Friday,Light_Load,05/01/2018 01:00,1.60230156146715
4.68,5.36,0,0,65.77,100,4500,Weekday,Friday,Light_Load,05/01/2018 01:15,0.5
4.68,5.33,0,0,65.98,100,5400,Weekday,Friday,Light_Load,05/01/2018 01:30,0.532005917207613
4.61,4.86,0,0,68.82,100,6300,Weekday,Friday,Light_Load,05/01/2018 01:45,0.5
4.61,4.68,0,0,70.18,100,7200,Weekday,Friday,Light_Load,05/01/2018 02:00,0.5
4.64,5,0,0,68.02,100,8100,Weekday,Friday,Light_Load,05/01/2018 02:15,0.5
4.64,4.97,0,0,68.24,100,9000,Weekday,Friday,Light_Load,05/01/2018 02:30,0.5
4.68,5.22,0,0,66.75,100,9900,Weekday,Friday,Light_Load,05/01/2018 02:45,0.5
4.64,5.04,0,0,67.73,100,10800,Weekday,Friday,Light_Load,05/01/2018 03:00,0.5
4.61,5.08,0,0,67.2,100,11700,Weekday,Friday,Light_Load,05/01/2018 03:15,0.5
4.68,5.04,0,0,68.05,100,12600,Weekday,Friday,Light_Load,05/01/2018 03:30,0.5
4.61,5,0,0,67.79,100,13500,Weekday,Friday,Light_Load,05/01/2018 03:45,0.5
4.72,5,0,0,68.65,100,14400,Weekday,Friday,Light_Load,05/01/2018 04:00,0.5
4.61,4.68,0,0,70.18,100,15300,Weekday,Friday,Light_Load,05/01/2018 04:15,0.5
4.61,4.72,0,0,69.87,100,16200,Weekday,Friday,Light_Load,05/01/2018 04:30,0.5
4.61,4.86,0,0,68.82,100,17100,Weekday,Friday,Light_Load,05/01/2018 04:45,0.5
4.61,4.82,0,0,69.12,100,18000,Weekday,Friday,Light_Load,05/01/2018 05:00,0.5
4.68,4.97,0,0,68.55,100,18900,Weekday,Friday,Light_Load,05/01/2018 05:15,0.5
4.64,4.93,0,0,68.54,100,19800,Weekday,Friday,Light_Load,05/01/2018 05:30,0.5
4.57,4.79,0,0,69.03,100,20700,Weekday,Friday,Light_Load,05/01/2018 05:45,0.689804069478539
4.64,4.93,0,0,68.54,100,21600,Weekday,Friday,Light_Load,05/01/2018 06:00,0.5
4.61,4.79,0,0,69.34,100,22500,Weekday,Friday,Light_Load,05/01/2018 06:15,0.706852877170386
4.64,4.82,0,0,69.35,100,23400,Weekday,Friday,Light_Load,05/01/2018 06:30,0.601774801626041
4.61,4.72,0,0,69.87,100,24300,Weekday,Friday,Light_Load,05/01/2018 06:45,0.5
4.61,4.9,0,0,68.52,100,25200,Weekday,Friday,Light_Load,05/01/2018 07:00,0.5
4.57,5.08,0,0,66.88,100,26100,Weekday,Friday,Light_Load,05/01/2018 07:15,0.5
5.33,4.97,0,0,73.14,100,27000,Weekday,Friday,Light_Load,05/01/2018 07:30,0.520940175360487
6.98,5.18,0,0,80.3,100,27900,Weekday,Friday,Light_Load,05/01/2018 07:45,0.5
7.02,4.97,0,0,81.62,100,28800,Weekday,Friday,Light_Load,05/01/2018 08:00,0.745836190853094
72.14,45.22,0,0.03,84.73,100,29700,Weekday,Friday,Light_Load,05/01/2018 08:15,0.5
117.61,66.56,0,0.05,87.03,100,30600,Weekday,Friday,Light_Load,05/01/2018 08:30,0.5
98.71,62.35,0,0.05,84.55,100,31500,Weekday,Friday,Light_Load,05/01/2018 08:45,0.5
136.48,59.44,0,0.06,91.68,100,32400,Weekday,Friday,Light_Load,05/01/2018 09:00,0.5
120.71,36.47,0,0.06,95.73,100,33300,Weekday,Friday,Medium_Load,05/01/2018 09:15,0.692876642464011
94.82,32.76,0,0.04,94.52,100,34200,Weekday,Friday,Medium_Load,05/01/2018 09:30,0.5
114.7,39.02,0,0.05,94.67,100,35100,Weekday,Friday,Medium_Load,05/01/2018 09:45,0.562776829325221
132.16,45.47,0,0.06,94.56,100,36000,Weekday,Friday,Medium_Load,05/01/2018 10:00,0.5
77.08,26.35,0,0.04,94.62,100,36900,Weekday,Friday,Maximum_Load,05/01/2018 10:15,0.5
128.56,45.4,0,0.06,94.29,100,37800,Weekday,Friday,Maximum_Load,05/01/2018 10:30,0.5
132.48,46.04,0,0.06,94.46,100,38700,Weekday,Friday,Maximum_Load,05/01/2018 10:45,0.766180963279149
114.3,43.81,0,0.05,93.38,100,39600,Weekday,Friday,Maximum_Load,05/01/2018 11:00,0.5
129.85,63.86,0,0.06,89.74,100,40500,Weekday,Friday,Maximum_Load,05/01/2018 11:15,1.29536962043883
120.28,65.99,0,0.06,87.67,100,41400,Weekday,Friday,Maximum_Load,05/01/2018 11:30,0.689335678915264
130.03,63.79,0,0.06,89.78,100,42300,Weekday,Friday,Maximum_Load,05/01/2018 11:45,0.5
97.88,42.19,0,0.04,91.83,100,43200,Weekday,Friday,Maximum_Load,05/01/2018 12:00,1.14965757818542
8.86,0.72,20.2,0,99.67,40.17,44100,Weekday,Friday,Medium_Load,05/01/2018 12:15,0.5
7.92,0,26.32,0,100,28.81,45000,Weekday,Friday,Medium_Load,05/01/2018 12:30,0.5
8.32,0,25.74,0,100,30.76,45900,Weekday,Friday,Medium_Load,05/01/2018 12:45,0.5
8.21,0,25.81,0,100,30.31,46800,Weekday,Friday,Medium_Load,05/01/2018 13:00,0.568908014088935
50.08,10.12,7.6,0.02,98.02,98.87,47700,Weekday,Friday,Medium_Load,05/01/2018 13:15,0.5
124.63,41.83,0,0.06,94.8,100,48600,Weekday,Friday,Medium_Load,05/01/2018 13:30,0.5
114.05,36.43,0,0.05,95.26,100,49500,Weekday,Friday,Medium_Load,05/01/2018 13:45,0.869620539688608
69.73,19.37,0,0.03,96.35,100,50400,Weekday,Friday,Medium_Load,05/01/2018 14:00,0.5
72.58,29.77,0,0.03,92.52,100,51300,Weekday,Friday,Medium_Load,05/01/2018 14:15,0.5
87.05,36.65,0,0.04,92.16,100,52200,Weekday,Friday,Medium_Load,05/01/2018 14:30,1.1324298481874
132.23,59.04,0,0.06,91.31,100,53100,Weekday,Friday,Medium_Load,05/01/2018 14:45,0.717566027326713
81.72,28.76,0,0.04,94.33,100,54000,Weekday,Friday,Medium_Load,05/01/2018 15:00,0.5
96.84,36.9,0,0.04,93.45,100,54900,Weekday,Friday,Medium_Load,05/01/2018 15:15,1.00094269462514
129.85,56.52,0,0.06,91.69,100,55800,Weekday,Friday,Medium_Load,05/01/2018 15:30,1.28310195149145
92.95,38.09,0,0.04,92.53,100,56700,Weekday,Friday,Medium_Load,05/01/2018 15:45,0.5
146.34,66.92,0,0.07,90.94,100,57600,Weekday,Friday,Medium_Load,05/01/2018 16:00,1.07926130572981
98.5,39.02,0,0.05,92.97,100,58500,Weekday,Friday,Medium_Load,05/01/2018 16:15,0.860946565152935
129.67,60.62,0,0.06,90.59,100,59400,Weekday,Friday,Medium_Load,05/01/2018 16:30,1.21941131604885
121.07,44.93,0,0.06,93.75,100,60300,Weekday,Friday,Medium_Load,05/01/2018 16:45,0.565532410841753
69.8,27.79,0,0.03,92.91,100,61200,Weekday,Friday,Medium_Load,05/01/2018 17:00,0.5
145.69,66.35,0,0.07,91.01,100,62100,Weekday,Friday,Maximum_Load,05/01/2018 17:15,0.74714053978655
117.68,51.98,0,0.05,91.47,100,63000,Weekday,Friday,Maximum_Load,05/01/2018 17:30,0.5
41.54,1.8,6.98,0.02,99.91,98.62,63900,Weekday,Friday,Maximum_Load,05/01/2018 17:45,0.995138964826701
75.06,13.5,3.56,0.03,98.42,99.89,64800,Weekday,Friday,Maximum_Load,05/01/2018 18:00,0.5
43.38,18.9,0.61,0.02,91.68,99.99,65700,Weekday,Friday,Maximum_Load,05/01/2018 18:15,0.5
68.54,45.68,0,0.03,83.21,100,66600,Weekday,Friday,Maximum_Load,05/01/2018 18:30,0.5
59.8,24.62,0,0.03,92.47,100,67500,Weekday,Friday,Maximum_Load,05/01/2018 18:45,1.1600770831136
65.05,27.65,0,0.03,92.03,100,68400,Weekday,Friday,Maximum_Load,05/01/2018 19:00,0.799015953052007
67,27.72,0,0.03,92.4,100,69300,Weekday,Friday,Maximum_Load,05/01/2018 19:15,0.5
57.28,20.92,0,0.03,93.93,100,70200,Weekday,Friday,Maximum_Load,05/01/2018 19:30,0.663919133624158
55.62,19.66,0,0.03,94.28,100,71100,Weekday,Friday,Maximum_Load,05/01/2018 19:45,0.5
51.77,16.34,0,0.02,95.36,100,72000,Weekday,Friday,Maximum_Load,05/01/2018 20:00,0.5
44.17,4.18,0.04,0.02,99.56,100,72900,Weekday,Friday,Medium_Load,05/01/2018 20:15,0.5
55.15,11.52,0.07,0.03,97.89,100,73800,Weekday,Friday,Medium_Load,05/01/2018 20:30,0.516070133370483
38.05,1.4,4.43,0.02,99.93,99.33,74700,Weekday,Friday,Medium_Load,05/01/2018 20:45,0.5
19.51,0,17.64,0.01,100,74.18,75600,Weekday,Friday,Medium_Load,05/01/2018 21:00,0.5
9.32,0,24.05,0,100,36.13,76500,Weekday,Friday,Medium_Load,05/01/2018 21:15,0.661183473318886
4.61,0,26.68,0,100,17.03,77400,Weekday,Friday,Medium_Load,05/01/2018 21:30,0.56735193897925
4.54,0,26.64,0,100,16.8,78300,Weekday,Friday,Medium_Load,05/01/2018 21:45,0.5
4.54,0,26.6,0,100,16.82,79200,Weekday,Friday,Medium_Load,05/01/2018 22:00,0.617026863191949
4.28,1.44,15.19,0,94.78,27.12,80100,Weekday,Friday,Maximum_Load,05/01/2018 22:15,0.5
4.1,4.32,0,0,68.84,100,81000,Weekday,Friday,Maximum_Load,05/01/2018 22:30,0.5
4.14,4.21,0,0,70.12,100,81900,Weekday,Friday,Maximum_Load,05/01/2018 22:45,0.5
4.07,4.07,0,0,70.71,100,82800,Weekday,Friday,Maximum_Load,05/01/2018 23:00,0.5
4.03,3.2,0,0,78.31,100,83700,Weekday,Friday,Light_Load,05/01/2018 23:15,0.977879330924791
4.07,3.85,0,0,72.65,100,84600,Weekday,Friday,Light_Load,05/01/2018 23:30,0.5
4.14,4.39,0,0,68.61,100,85500,Weekday,Friday,Light_Load,05/01/2018 23:45,0.5
4.14,4.5,0,0,67.71,100,0,Weekday,Friday,Light_Load,05/01/2018 00:00,0.5
4.14,4.5,0,0,67.71,100,900,Weekend,Saturday,Light_Load,06/01/2018 00:15,0.5
4.14,4.82,0,0,65.16,100,1800,Weekend,Saturday,Light_Load,06/01/2018 00:30,0.5
4.1,4.68,0,0,65.9,100,2700,Weekend,Saturday,Light_Load,06/01/2018 00:45,0.5
4.14,4.93,0,0,64.31,100,3600,Weekend,Saturday,Light_Load,06/01/2018 01:00,0.5
4.14,4.64,0,0,66.58,100,4500,Weekend,Saturday,Light_Load,06/01/2018 01:15,0.5
4.18,4.57,0,0,67.49,100,5400,Weekend,Saturday,Light_Load,06/01/2018 01:30,0.5
4.14,5,0,0,63.78,100,6300,Weekend,Saturday,Light_Load,06/01/2018 01:45,0.5
4.18,5.36,0,0,61.5,100,7200,Weekend,Saturday,Light_Load,06/01/2018 02:00,0.5
4.18,5.47,0,0,60.72,100,8100,Weekend,Saturday,Light_Load,06/01/2018 02:15,0.5
4.18,5.4,0,0,61.21,100,9000,Weekend,Saturday,Light_Load,06/01/2018 02:30,0.5
4.28,5.58,0,0,60.86,100,9900,Weekend,Saturday,Light_Load,06/01/2018 02:45,0.5
4.21,5.62,0,0,59.95,100,10800,Weekend,Saturday,Light_Load,06/01/2018 03:00,0.5
4.14,5.54,0,0,59.86,100,11700,Weekend,Saturday,Light_Load,06/01/2018 03:15,0.5
4.18,5.54,0,0,60.23,100,12600,Weekend,Saturday,Light_Load,06/01/2018 03:30,0.697865347491061
4.18,5.72,0,0,59,100,13500,Weekend,Saturday,Light_Load,06/01/2018 03:45,0.5
4.28,5.76,0,0,59.64,100,14400,Weekend,Saturday,Light_Load,06/01/2018 04:00,0.545024689523946
4.21,5.8,0,0,58.74,100,15300,Weekend,Saturday,Light_Load,06/01/2018 04:15,0.5
4.18,5.58,0,0,59.95,100,16200,Weekend,Saturday,Light_Load,06/01/2018 04:30,0.5
4.21,5.83,0,0,58.54,100,17100,Weekend,Saturday,Light_Load,06/01/2018 04:45,0.5
4.18,5.83,0,0,58.27,100,18000,Weekend,Saturday,Light_Load,06/01/2018 05:00,0.5
4.25,5.51,0,0,61.08,100,18900,Weekend,Saturday,Light_Load,06/01/2018 05:15,0.5
4.18,5.29,0,0,62,100,19800,Weekend,Saturday,Light_Load,06/01/2018 05:30,0.797026694449998
4.14,5.26,0,0,61.85,100,20700,Weekend,Saturday,Light_Load,06/01/2018 05:45,0.5
4.14,5.4,0,0,60.84,100,21600,Weekend,Saturday,Light_Load,06/01/2018 06:00,0.5
4.14,5.47,0,0,60.35,100,22500,Weekend,Saturday,Light_Load,06/01/2018 06:15,0.5
4.21,5.29,0,0,62.27,100,23400,Weekend,Saturday,Light_Load,06/01/2018 06:30,0.5
